======================================================================
  EXPERIMENT LOG
  Started : 2026-04-04 16:26:39
  File    : 2026-04-04_16-26_pw12_lr0.0003_hs512.log
======================================================================

-- HYPERPARAMETERS --------------------------------------------------

  [ Model ]
  input_features     : 84
  hidden_size        : 512
  lstm_layers        : 3
  dropout            : 0.4

  [ Training ]
  batch_size         : 12
  learning_rate      : 0.0003
  epochs             : 100
  pos_weight         : 12
  scheduler_patience : 7
  scheduler_factor   : 0.5

  [ Dataset ]
  chunk_duration     : 7.0 s
  sample_rate        : 22050 Hz

  [ Evaluation ]
  threshold          : 0.25

-- TRAINING ---------------------------------------------------------

  Epoch    Loss         LR             Time      
  -------- ------------ -------------- ----------
  1        0.781662     0.000300       N/A       
  2        0.671782     0.000300       N/A       
  3        0.678141     0.000300       N/A       
  4        0.683036     0.000300       N/A       
  5        0.680470     0.000300       N/A       
  6        0.662934     0.000300       N/A       
  7        0.678454     0.000300       N/A       
  8        0.677442     0.000300       N/A       
  9        0.672540     0.000300       N/A       
  10       0.692695     0.000300       N/A       
  11       0.674426     0.000300       N/A       
  12       0.670735     0.000300       N/A       
  13       0.662755     0.000300       N/A       
  14       0.676213     0.000300       N/A       
  15       0.669957     0.000300       N/A       
  16       0.679701     0.000300       N/A       
  17       0.681889     0.000300       N/A       
  18       0.669134     0.000300       N/A       
  19       0.686105     0.000300       N/A       
  20       0.661308     0.000300       N/A       
  21       0.667019     0.000300       N/A       
  22       0.663557     0.000300       N/A       
  23       0.666930     0.000300       N/A       
  24       0.663801     0.000300       N/A       
  25       0.688366     0.000300       N/A       
  26       0.667507     0.000300       N/A       
  27       0.662872     0.000300       N/A       
  28       0.686508     0.000150       N/A       
  29       0.651528     0.000150       N/A       
  30       0.647937     0.000150       N/A       
  31       0.648805     0.000150       N/A       
  32       0.674106     0.000150       N/A       
  33       0.653991     0.000150       N/A       
  34       0.666214     0.000150       N/A       
  35       0.654098     0.000150       N/A       
  36       0.652261     0.000150       N/A       
  37       0.668277     0.000150       N/A       
  38       0.666933     0.000075       N/A       
  39       0.643661     0.000075       N/A       
  40       0.634609     0.000075       N/A       
  41       0.634753     0.000075       N/A       
  42       0.631565     0.000075       N/A       
  43       0.651071     0.000075       N/A       
  44       0.644220     0.000075       N/A       
  45       0.627671     0.000075       N/A       
  46       0.649043     0.000075       N/A       
  47       0.632975     0.000075       N/A       
  48       0.637253     0.000075       N/A       
  49       0.651659     0.000075       N/A       
  50       0.651039     0.000075       N/A       
  51       0.631272     0.000075       N/A       
  52       0.648915     0.000075       N/A       
  53       0.649287     0.000037       N/A       
  54       0.643290     0.000037       N/A       
  55       0.632124     0.000037       N/A       
  56       0.630472     0.000037       N/A       
  57       0.618078     0.000037       N/A       
  58       0.636365     0.000037       N/A       
  59       0.640183     0.000037       N/A       
  60       0.662203     0.000037       N/A       
  61       0.655731     0.000037       N/A       
  62       0.640213     0.000037       N/A       
  63       0.638239     0.000037       N/A       
  64       0.618666     0.000037       N/A       
  65       0.664635     0.000019       N/A       
  66       0.632386     0.000019       N/A       
  67       0.633184     0.000019       N/A       
  68       0.620551     0.000019       N/A       
  69       0.622605     0.000019       N/A       
  70       0.617632     0.000019       N/A       
  71       0.621426     0.000019       N/A       
  72       0.627423     0.000019       N/A       
  73       0.623694     0.000019       N/A       
  74       0.649132     0.000019       N/A       
  75       0.636488     0.000019       N/A       
  76       0.622779     0.000019       N/A       
  77       0.635433     0.000019       N/A       
  78       0.645713     0.000009       N/A       
  79       0.625783     0.000009       N/A       
  80       0.635035     0.000009       N/A       
  81       0.645495     0.000009       N/A       
  82       0.637944     0.000009       N/A       
  83       0.641730     0.000009       N/A       
  84       0.655037     0.000009       N/A       
  85       0.630060     0.000009       N/A       
  86       0.638850     0.000005       N/A       
  87       0.643649     0.000005       N/A       
  88       0.636778     0.000005       N/A       
  89       0.627459     0.000005       N/A       
  90       0.637329     0.000005       N/A       
  91       0.619098     0.000005       N/A       
  92       0.632682     0.000005       N/A       
  93       0.623146     0.000005       N/A       
  94       0.630838     0.000002       N/A       
  95       0.650505     0.000002       N/A       
  96       0.643922     0.000002       N/A       
  97       0.618503     0.000002       N/A       
  98       0.612991     0.000002       N/A       
  99       0.634951     0.000002       N/A       
  100      0.638999     0.000002       N/A       

-- END OF TRAINING --------------------------------------------------

-- EVALUATION -------------------------------------------------------

  Evaluated at   : 2026-04-04 18:09:10
  Threshold      : 0.25

  Accuracy       : 0.5339
  Precision      : 0.0412
  Recall         : 0.8709
  F1-Score       : 0.0787

  Max prob       : 0.6938
  Mean prob      : 0.2518
  % active preds : 0.4831
  % active labels: 0.0229

======================================================================

