======================================================================
  EXPERIMENT LOG
  Started : 2026-04-04 18:35:03
  File    : 2026-04-04_18-35_pw12_lr0.0003_hs512.log
======================================================================

-- HYPERPARAMETERS --------------------------------------------------

  [ Model ]
  input_features     : 84
  hidden_size        : 512
  lstm_layers        : 3
  dropout            : 0.4

  [ Training ]
  batch_size         : 12
  learning_rate      : 0.0003
  epochs             : 100
  pos_weight         : 12
  scheduler_patience : 7
  scheduler_factor   : 0.5

  [ Dataset ]
  chunk_duration     : 7.0 s
  sample_rate        : 22050 Hz

  [ Evaluation ]
  threshold          : 0.25

-- TRAINING ---------------------------------------------------------

  Epoch    Loss         LR             Time      
  -------- ------------ -------------- ----------
  1        0.781662     0.000300       N/A       
  2        0.671782     0.000300       N/A       
  3        0.678141     0.000300       N/A       
  4        0.683036     0.000300       N/A       
  5        0.680470     0.000300       N/A       
  6        0.662934     0.000300       N/A       
  7        0.678454     0.000300       N/A       
  8        0.677442     0.000300       N/A       
  9        0.672540     0.000300       N/A       
  10       0.692695     0.000300       N/A       
  11       0.674426     0.000300       N/A       
  12       0.670736     0.000300       N/A       
  13       0.662752     0.000300       N/A       
  14       0.676210     0.000300       N/A       
  15       0.669957     0.000300       N/A       
  16       0.679703     0.000300       N/A       
  17       0.681900     0.000300       N/A       
  18       0.669146     0.000300       N/A       
  19       0.686139     0.000300       N/A       
  20       0.661353     0.000300       N/A       
  21       0.667108     0.000300       N/A       
  22       0.663604     0.000300       N/A       
  23       0.667063     0.000300       N/A       
  24       0.663932     0.000300       N/A       
  25       0.689035     0.000300       N/A       
  26       0.668954     0.000300       N/A       
  27       0.665146     0.000300       N/A       
  28       0.688406     0.000150       N/A       
  29       0.654486     0.000150       N/A       
  30       0.650821     0.000150       N/A       
  31       0.650841     0.000150       N/A       
  32       0.676008     0.000150       N/A       
  33       0.656362     0.000150       N/A       
  34       0.668199     0.000150       N/A       
  35       0.657570     0.000150       N/A       
  36       0.653604     0.000150       N/A       
  37       0.669134     0.000150       N/A       
  38       0.667799     0.000075       N/A       
  39       0.644802     0.000075       N/A       
  40       0.637249     0.000075       N/A       
  41       0.636180     0.000075       N/A       
  42       0.633153     0.000075       N/A       
  43       0.651993     0.000075       N/A       
  44       0.645528     0.000075       N/A       
  45       0.628575     0.000075       N/A       
  46       0.649977     0.000075       N/A       
  47       0.633301     0.000075       N/A       
  48       0.637699     0.000075       N/A       
  49       0.652744     0.000075       N/A       
  50       0.652433     0.000075       N/A       
  51       0.631874     0.000075       N/A       
  52       0.649956     0.000075       N/A       
  53       0.649562     0.000037       N/A       
  54       0.643191     0.000037       N/A       
  55       0.631497     0.000037       N/A       
  56       0.630517     0.000037       N/A       
  57       0.618119     0.000037       N/A       
  58       0.636358     0.000037       N/A       
  59       0.640096     0.000037       N/A       
  60       0.660796     0.000037       N/A       
  61       0.655214     0.000037       N/A       
  62       0.640147     0.000037       N/A       
  63       0.637392     0.000037       N/A       
  64       0.618504     0.000037       N/A       
  65       0.663341     0.000019       N/A       
  66       0.630174     0.000019       N/A       
  67       0.631784     0.000019       N/A       
  68       0.619934     0.000019       N/A       
  69       0.620033     0.000019       N/A       
  70       0.617597     0.000019       N/A       
  71       0.619446     0.000019       N/A       
  72       0.626048     0.000019       N/A       
  73       0.620594     0.000019       N/A       
  74       0.644374     0.000019       N/A       
  75       0.632701     0.000019       N/A       
  76       0.621478     0.000019       N/A       
  77       0.633541     0.000019       N/A       
  78       0.643594     0.000009       N/A       
  79       0.623868     0.000009       N/A       
  80       0.631758     0.000009       N/A       
  81       0.642652     0.000009       N/A       
  82       0.636223     0.000009       N/A       
  83       0.636953     0.000009       N/A       
  84       0.652212     0.000009       N/A       
  85       0.626264     0.000009       N/A       
  86       0.635633     0.000005       N/A       
  87       0.637630     0.000005       N/A       
  88       0.632866     0.000005       N/A       
  89       0.622499     0.000005       N/A       
  90       0.632904     0.000005       N/A       
  91       0.615348     0.000005       N/A       
  92       0.629695     0.000005       N/A       
  93       0.619404     0.000005       N/A       
  94       0.627758     0.000005       N/A       
  95       0.648308     0.000005       N/A       
  96       0.641880     0.000005       N/A       
  97       0.616317     0.000005       N/A       
  98       0.610145     0.000005       N/A       
  99       0.631717     0.000005       N/A       
  100      0.635914     0.000005       N/A       

-- END OF TRAINING --------------------------------------------------

-- EVALUATION -------------------------------------------------------

  Evaluated at   : 2026-04-12 12:57:53
  Threshold      : 0.25

  Accuracy       : 0.6095
  Precision      : 0.0728
  Recall         : 0.9223
  F1-Score       : 0.1350

  Max prob       : 0.6674
  Mean prob      : 0.2374
  % active preds : 0.4184
  % active labels: 0.0330

======================================================================

