======================================================================
  EXPERIMENT LOG
  Started : 2026-04-18 15:58:31
  File    : 2026-04-18_15-58_pw10_lr0.0005_hs512.log
======================================================================

-- HYPERPARAMETERS --------------------------------------------------

  [ Model ]
  input_features     : 84
  hidden_size        : 512
  lstm_layers        : 3
  dropout            : 0.4

  [ Training ]
  batch_size         : 16
  learning_rate      : 0.0005
  epochs             : 150
  pos_weight         : 10
  scheduler_patience : 8
  scheduler_factor   : 0.5

  [ Dataset ]
  chunk_duration     : 3.0 s
  sample_rate        : 22050 Hz

  [ Evaluation ]
  threshold          : 0.35

-- TRAINING ---------------------------------------------------------

  Epoch    Loss         LR             Time      
  Evaluated at   : 2026-04-18 18:43:16
  Threshold      : 0.35

  Accuracy       : 0.9454
  Precision      : 0.2825
  Recall         : 0.9093
  F1-Score       : 0.4311

  Max prob       : 0.9994
  Mean prob      : 0.0709
  % active preds : 0.0733
  % active labels: 0.0228

======================================================================

